Data,Vacinados,Delta
2021-01-25 15:40:00,145396,43.0
2021-01-25 15:50:00,145449,53.0
2021-01-25 15:55:00,145518,69.0
2021-01-25 16:05:00,145569,51.0
2021-01-25 16:10:00,145633,64.0
2021-01-25 16:20:00,145731,98.0
2021-01-25 16:30:00,145809,78.0
2021-01-25 16:40:00,145865,56.0
2021-01-25 16:45:00,145918,53.0
2021-01-25 16:50:00,145943,25.0
2021-01-25 16:55:00,145998,55.0
2021-01-25 17:05:00,146202,204.0
2021-01-25 17:10:00,146339,137.0
2021-01-25 17:15:00,146442,103.0
2021-01-25 17:20:00,146743,301.0
2021-01-25 17:30:00,147142,399.0
2021-01-25 17:35:00,147379,237.0
2021-01-25 17:40:00,147546,167.0
2021-01-25 17:50:00,147957,411.0
2021-01-25 18:05:00,148370,413.0
2021-01-25 18:10:00,148686,316.0
2021-01-25 18:15:00,148891,205.0
2021-01-25 18:25:00,149243,352.0
2021-01-25 18:30:00,149401,158.0
2021-01-25 18:40:00,149752,351.0
2021-01-25 18:50:00,149960,208.0
2021-01-25 18:55:00,150125,165.0
2021-01-25 19:05:00,150415,290.0
2021-01-25 19:10:00,150539,124.0
2021-01-25 19:20:00,150789,250.0
2021-01-25 19:25:00,150918,129.0
2021-01-25 19:30:00,151070,152.0
2021-01-25 19:35:00,151125,55.0
2021-01-25 19:40:00,151233,108.0
2021-01-25 19:50:00,151436,203.0
2021-01-25 19:55:00,151502,66.0
2021-01-25 20:05:00,151596,94.0
2021-01-25 20:10:00,151657,61.0
2021-01-25 20:15:00,151744,87.0
2021-01-25 20:25:00,151911,167.0
2021-01-25 20:30:00,151985,74.0
2021-01-25 20:35:00,152042,57.0
2021-01-25 20:40:00,152054,12.0
2021-01-25 20:50:00,152167,113.0
2021-01-25 21:05:00,152347,180.0
2021-01-25 21:10:00,152381,34.0
2021-01-25 21:15:00,152385,4.0
2021-01-25 21:25:00,152517,132.0
2021-01-25 21:30:00,152563,46.0
2021-01-25 21:35:00,152605,42.0
2021-01-25 21:50:00,152698,93.0
2021-01-25 21:55:00,152733,35.0
2021-01-25 22:05:00,152797,64.0
2021-01-25 22:10:00,152843,46.0
2021-01-25 22:20:00,152904,61.0
2021-01-25 22:30:00,152945,41.0
2021-01-25 22:35:00,152967,22.0
2021-01-25 22:40:00,152988,21.0
2021-01-25 22:50:00,153027,39.0
2021-01-25 22:55:00,153055,28.0
2021-01-25 23:05:00,153082,27.0
2021-01-25 23:10:00,153083,1.0
2021-01-25 23:15:00,153101,18.0
2021-01-25 23:25:00,153133,32.0
2021-01-25 23:30:00,153141,8.0
2021-01-25 23:40:00,153154,13.0
2021-01-25 23:50:00,153166,12.0
2021-01-25 23:55:00,153167,1.0
2021-01-26 00:05:00,153174,7.0
2021-01-26 00:15:00,153175,1.0
2021-01-26 00:25:00,153178,3.0
2021-01-26 00:35:00,153179,1.0
2021-01-26 00:40:00,153181,2.0
2021-01-26 00:50:00,153186,5.0
2021-01-26 00:55:00,153187,1.0
2021-01-26 01:00:00,153188,1.0
2021-01-26 01:15:00,153192,4.0
2021-01-26 01:25:00,153194,2.0
2021-01-26 01:35:00,153195,1.0
2021-01-26 01:40:00,153196,1.0
2021-01-26 02:00:00,153197,1.0
2021-01-26 02:20:00,153198,1.0
2021-01-26 02:30:00,153200,2.0
2021-01-26 02:35:00,153201,1.0
2021-01-26 02:40:00,153202,1.0
2021-01-26 02:50:00,153204,2.0
2021-01-26 02:55:00,153205,1.0
2021-01-26 03:05:00,153206,1.0
2021-01-26 03:10:00,153207,1.0
2021-01-26 03:35:00,153208,1.0
2021-01-26 03:45:00,153209,1.0
2021-01-26 05:30:00,153210,1.0
2021-01-26 06:00:00,153211,1.0
2021-01-26 06:10:00,153213,2.0
2021-01-26 06:20:00,153221,8.0
2021-01-26 06:30:00,153232,11.0
2021-01-26 06:35:00,153249,17.0
2021-01-26 06:40:00,153261,12.0
2021-01-26 06:50:00,153319,58.0
2021-01-26 06:55:00,153346,27.0
2021-01-26 07:05:00,153424,78.0
2021-01-26 07:10:00,153493,69.0
2021-01-26 07:15:00,153589,96.0
2021-01-26 07:20:00,153695,106.0
2021-01-26 07:30:00,153963,268.0
2021-01-26 07:35:00,154105,142.0
2021-01-26 07:40:00,154206,101.0
2021-01-26 07:50:00,154549,343.0
2021-01-26 07:55:00,154757,208.0
2021-01-26 08:05:00,154975,218.0
2021-01-26 08:10:00,155235,260.0
2021-01-26 08:20:00,155739,504.0
2021-01-26 08:30:00,156285,546.0
2021-01-26 08:35:00,156595,310.0
2021-01-26 08:40:00,156883,288.0
2021-01-26 08:50:00,157567,684.0
2021-01-26 08:55:00,157864,297.0
2021-01-26 09:05:00,158347,483.0
2021-01-26 09:10:00,158527,180.0
2021-01-26 09:15:00,158717,190.0
2021-01-26 09:25:00,159090,373.0
2021-01-26 09:35:00,159335,245.0
2021-01-26 09:40:00,159470,135.0
2021-01-26 09:50:00,160210,740.0
2021-01-26 09:55:00,160555,345.0
2021-01-26 10:05:00,161054,499.0
2021-01-26 10:10:00,161560,506.0
2021-01-26 10:15:00,161973,413.0
2021-01-26 10:25:00,162656,683.0
2021-01-26 10:30:00,162877,221.0
2021-01-26 10:35:00,163098,221.0
2021-01-26 10:40:00,163430,332.0
2021-01-26 10:55:00,164621,1191.0
2021-01-26 11:05:00,165384,763.0
2021-01-26 11:15:00,166271,887.0
2021-01-26 11:20:00,166794,523.0
2021-01-26 11:30:00,167734,940.0
2021-01-26 11:40:00,168665,931.0
2021-01-26 11:45:00,169168,503.0
2021-01-26 11:50:00,169649,481.0
2021-01-26 11:55:00,170183,534.0
2021-01-26 12:05:00,170665,482.0
2021-01-26 12:10:00,171190,525.0
2021-01-26 12:20:00,171952,762.0
2021-01-26 12:25:00,172301,349.0
2021-01-26 12:30:00,172633,332.0
2021-01-26 12:40:00,173263,630.0
2021-01-26 12:45:00,173508,245.0
2021-01-26 12:50:00,173774,266.0
2021-01-26 12:55:00,174035,261.0
2021-01-26 13:05:00,174503,468.0
2021-01-26 13:10:00,174700,197.0
2021-01-26 13:15:00,174912,212.0
2021-01-26 13:25:00,175496,584.0
2021-01-26 13:30:00,175786,290.0
2021-01-26 13:40:00,176482,696.0
2021-01-26 13:50:00,177010,528.0
2021-01-26 13:55:00,177350,340.0
2021-01-26 14:05:00,178034,684.0
2021-01-26 14:10:00,178405,371.0
2021-01-26 14:20:00,178908,503.0
2021-01-26 14:25:00,179208,300.0
2021-01-26 14:30:00,179582,374.0
2021-01-26 14:35:00,180015,433.0
2021-01-26 14:40:00,180112,97.0
2021-01-26 14:50:00,181440,1328.0
2021-01-26 14:56:00,182062,622.0
2021-01-26 15:05:00,182493,431.0
2021-01-26 15:10:00,183033,540.0
2021-01-26 15:15:00,183942,909.0
2021-01-26 15:25:00,184987,1045.0
2021-01-26 15:30:00,185412,425.0
2021-01-26 15:40:00,185793,381.0
2021-01-26 15:50:00,186512,719.0
2021-01-26 15:55:00,187096,584.0
2021-01-26 16:05:00,187579,483.0
2021-01-26 16:10:00,188281,702.0
2021-01-26 16:15:00,188957,676.0
2021-01-26 16:25:00,189610,653.0
2021-01-26 16:35:00,190506,896.0
2021-01-26 16:45:00,191364,858.0
2021-01-26 16:55:00,191747,383.0
2021-01-26 17:05:00,192405,658.0
2021-01-26 17:15:00,192705,300.0
2021-01-26 17:20:00,192974,269.0
2021-01-26 17:25:00,193241,267.0
2021-01-26 17:30:00,193563,322.0
2021-01-26 17:40:00,193874,311.0
2021-01-26 17:45:00,194088,214.0
2021-01-26 17:50:00,194250,162.0
2021-01-26 18:05:00,194626,376.0
2021-01-26 18:15:00,195028,402.0
2021-01-26 18:25:00,195173,145.0
2021-01-26 18:30:00,195329,156.0
2021-01-26 18:35:00,195517,188.0
2021-01-26 18:45:00,195774,257.0
2021-01-26 18:50:00,195934,160.0
2021-01-26 18:55:00,195969,35.0
2021-01-26 19:05:00,196246,277.0
2021-01-26 19:10:00,196374,128.0
2021-01-26 19:15:00,196467,93.0
2021-01-26 19:20:00,196535,68.0
2021-01-26 19:30:00,196694,159.0
2021-01-26 19:35:00,196779,85.0
2021-01-26 19:40:00,196848,69.0
2021-01-26 19:50:00,196918,70.0
2021-01-26 19:55:00,197004,86.0
2021-01-26 20:05:00,197061,57.0
2021-01-26 20:10:00,197141,80.0
2021-01-26 20:15:00,197185,44.0
2021-01-26 20:25:00,197259,74.0
2021-01-26 20:30:00,197334,75.0
2021-01-26 20:35:00,197378,44.0
2021-01-26 20:45:00,197481,103.0
2021-01-26 20:50:00,197521,40.0
2021-01-26 20:55:00,197541,20.0
2021-01-26 21:05:00,197632,91.0
2021-01-26 21:10:00,197672,40.0
2021-01-26 21:15:00,197716,44.0
2021-01-26 21:30:00,197815,99.0
2021-01-26 21:35:00,197844,29.0
2021-01-26 21:40:00,197872,28.0
2021-01-26 21:45:00,197892,20.0
2021-01-26 21:55:00,197938,46.0
2021-01-26 22:05:00,197981,43.0
2021-01-26 22:10:00,197997,16.0
2021-01-26 22:20:00,198021,24.0
2021-01-26 22:30:00,198046,25.0
2021-01-26 22:35:00,198056,10.0
2021-01-26 22:40:00,198064,8.0
2021-01-26 22:50:00,198086,22.0
2021-01-26 22:55:00,198104,18.0
2021-01-26 23:05:00,198119,15.0
2021-01-26 23:10:00,198127,8.0
2021-01-26 23:15:00,198136,9.0
2021-01-26 23:20:00,198143,7.0
2021-01-26 23:30:00,198166,23.0
2021-01-26 23:35:00,198172,6.0
2021-01-26 23:40:00,198183,11.0
2021-01-26 23:50:00,198208,25.0
2021-01-26 23:55:00,198215,7.0
2021-01-27 00:05:00,198216,1.0
2021-01-27 00:10:00,198222,6.0
2021-01-27 00:20:00,198228,6.0
2021-01-27 00:25:00,198231,3.0
2021-01-27 00:35:00,198237,6.0
2021-01-27 00:40:00,198238,1.0
2021-01-27 00:45:00,198241,3.0
2021-01-27 00:55:00,198244,3.0
2021-01-27 01:00:00,198249,5.0
2021-01-27 01:10:00,198251,2.0
2021-01-27 01:20:00,198258,7.0
2021-01-27 01:25:00,198260,2.0
2021-01-27 01:30:00,198266,6.0
2021-01-27 01:40:00,198269,3.0
2021-01-27 01:50:00,198274,5.0
2021-01-27 01:55:00,198277,3.0
2021-01-27 02:05:00,198283,6.0
2021-01-27 02:10:00,198286,3.0
2021-01-27 02:15:00,198288,2.0
2021-01-27 02:25:00,198295,7.0
2021-01-27 02:30:00,198298,3.0
2021-01-27 02:35:00,198300,2.0
2021-01-27 02:50:00,198307,7.0
2021-01-27 03:05:00,198315,8.0
2021-01-27 03:10:00,198319,4.0
2021-01-27 03:20:00,198323,4.0
2021-01-27 03:25:00,198327,4.0
2021-01-27 03:30:00,198329,2.0
2021-01-27 03:35:00,198330,1.0
2021-01-27 03:40:00,198333,3.0
2021-01-27 03:45:00,198336,3.0
2021-01-27 03:55:00,198341,5.0
2021-01-27 04:05:00,198345,4.0
2021-01-27 04:10:00,198346,1.0
2021-01-27 04:20:00,198351,5.0
2021-01-27 04:30:00,198356,5.0
2021-01-27 04:35:00,198360,4.0
2021-01-27 04:40:00,198363,3.0
2021-01-27 04:45:00,198364,1.0
2021-01-27 04:55:00,198366,2.0
2021-01-27 05:05:00,198373,7.0
2021-01-27 06:00:00,198377,4.0
2021-01-27 06:10:00,198381,4.0
2021-01-27 06:20:00,198384,3.0
2021-01-27 06:30:00,198396,12.0
2021-01-27 06:35:00,198403,7.0
2021-01-27 06:40:00,198406,3.0
2021-01-27 06:50:00,198429,23.0
2021-01-27 06:55:00,198439,10.0
2021-01-27 07:05:00,198488,49.0
2021-01-27 07:10:00,198528,40.0
2021-01-27 07:15:00,198584,56.0
2021-01-27 07:25:00,198671,87.0
2021-01-27 07:30:00,198854,183.0
2021-01-27 07:35:00,198952,98.0
2021-01-27 07:45:00,199216,264.0
2021-01-27 07:50:00,199252,36.0
2021-01-27 07:55:00,199451,199.0
2021-01-27 08:05:00,199870,419.0
2021-01-27 08:10:00,200079,209.0
2021-01-27 08:15:00,200217,138.0
2021-01-27 08:20:00,200531,314.0
2021-01-27 08:30:00,201000,469.0
2021-01-27 08:40:00,201328,328.0
2021-01-27 08:45:00,201671,343.0
2021-01-27 08:50:00,201913,242.0
2021-01-27 08:55:00,202183,270.0
2021-01-27 09:05:00,202655,472.0
2021-01-27 09:10:00,202996,341.0
2021-01-27 09:15:00,203005,9.0
2021-01-27 09:20:00,203324,319.0
2021-01-27 09:25:00,203491,167.0
2021-01-27 09:30:00,203737,246.0
2021-01-27 09:35:00,203751,14.0
2021-01-27 09:40:00,204417,666.0
2021-01-27 09:50:00,205168,751.0
2021-01-27 09:55:00,205492,324.0
2021-01-27 10:05:00,205766,274.0
2021-01-27 10:15:00,205912,146.0
2021-01-27 10:20:00,206161,249.0
2021-01-27 10:30:00,206302,141.0
2021-01-27 10:35:00,206523,221.0
2021-01-27 10:40:00,206603,80.0
2021-01-27 10:50:00,207146,543.0
2021-01-27 10:55:00,207367,221.0
2021-01-27 11:00:00,207439,72.0
2021-01-27 11:10:00,207939,500.0
2021-01-27 11:15:00,208232,293.0
2021-01-27 11:20:00,208546,314.0
2021-01-27 11:30:00,209085,539.0
2021-01-27 11:35:00,209408,323.0
2021-01-27 11:40:00,209775,367.0
2021-01-27 11:50:00,210417,642.0
2021-01-27 11:55:00,210819,402.0
2021-01-27 12:00:00,211259,440.0
2021-01-27 12:10:00,211504,245.0
2021-01-27 12:15:00,211792,288.0
2021-01-27 12:20:00,212073,281.0
2021-01-27 16:07:00,224073,12000.0
2021-01-27 16:15:00,224844,771.0
2021-01-27 16:20:00,224936,92.0
2021-01-27 16:25:00,225261,325.0
2021-01-27 16:30:00,225803,542.0
2021-01-27 16:35:00,226404,601.0
2021-01-27 16:40:00,226803,399.0
2021-01-27 16:50:00,228001,1198.0
2021-01-27 17:05:00,228966,965.0
2021-01-27 17:10:00,229348,382.0
2021-01-27 17:15:00,229733,385.0
2021-01-27 17:25:00,230103,370.0
2021-01-27 17:30:00,230463,360.0
2021-01-27 17:35:00,230858,395.0
2021-01-27 17:40:00,231207,349.0
2021-01-27 17:50:00,231491,284.0
2021-01-27 17:55:00,231836,345.0
2021-01-27 18:00:00,232106,270.0
2021-01-27 18:10:00,232359,253.0
2021-01-27 18:20:00,232841,482.0
2021-01-27 18:25:00,233098,257.0
2021-01-27 18:35:00,233361,263.0
2021-01-27 18:40:00,233577,216.0
2021-01-27 18:50:00,233913,336.0
2021-01-27 18:55:00,234088,175.0
2021-01-27 19:05:00,234236,148.0
2021-01-27 19:15:00,234478,242.0
2021-01-27 19:20:00,234587,109.0
2021-01-27 19:25:00,234608,21.0
2021-01-27 19:30:00,234710,102.0
2021-01-27 19:35:00,234830,120.0
2021-01-27 19:40:00,234952,122.0
2021-01-27 19:50:00,235203,251.0
2021-01-27 20:00:00,235341,138.0
2021-01-27 20:05:00,235448,107.0
2021-01-27 20:20:00,235796,348.0
2021-01-27 20:30:00,235904,108.0
2021-01-27 20:35:00,236013,109.0
2021-01-27 20:40:00,236149,136.0
2021-01-27 20:50:00,236310,161.0
2021-01-27 20:55:00,236380,70.0
2021-01-27 21:00:00,236477,97.0
2021-01-27 21:10:00,236614,137.0
2021-01-27 21:20:00,236734,120.0
2021-01-27 21:25:00,236806,72.0
2021-01-27 21:30:00,236862,56.0
2021-01-27 21:40:00,236975,113.0
2021-01-27 21:50:00,237075,100.0
2021-01-27 21:55:00,237113,38.0
2021-01-27 22:05:00,237173,60.0
2021-01-27 22:15:00,237226,53.0
2021-01-27 22:20:00,237247,21.0
2021-01-27 22:25:00,237270,23.0
2021-01-27 22:30:00,237298,28.0
2021-01-27 22:35:00,237317,19.0
2021-01-27 22:40:00,237337,20.0
2021-01-27 22:50:00,237366,29.0
2021-01-27 22:55:00,237377,11.0
2021-01-27 23:05:00,237398,21.0
2021-01-27 23:10:00,237413,15.0
2021-01-27 23:15:00,237424,11.0
2021-01-27 23:20:00,237435,11.0
2021-01-27 23:30:00,237451,16.0
2021-01-27 23:35:00,237463,12.0
2021-01-27 23:40:00,237476,13.0
2021-01-27 23:50:00,237493,17.0
2021-01-27 23:55:00,237510,17.0
2021-01-28 00:05:00,237529,19.0
2021-01-28 00:10:00,237541,12.0
2021-01-28 00:20:00,237559,18.0
2021-01-28 00:30:00,237602,43.0
2021-01-28 00:40:00,237630,28.0
2021-01-28 00:50:00,237664,34.0
2021-01-28 00:55:00,237674,10.0
2021-01-28 01:05:00,237686,12.0
2021-01-28 01:10:00,237699,13.0
2021-01-28 01:20:00,237708,9.0
2021-01-28 01:30:00,237717,9.0
2021-01-28 01:35:00,237718,1.0
2021-01-28 01:40:00,237720,2.0
2021-01-28 01:50:00,237726,6.0
2021-01-28 01:55:00,237728,2.0
2021-01-28 02:05:00,237739,11.0
2021-01-28 02:10:00,237740,1.0
2021-01-28 03:15:00,237741,1.0
2021-01-28 03:25:00,237743,2.0
2021-01-28 03:30:00,237744,1.0
2021-01-28 03:35:00,237745,1.0
2021-01-28 03:40:00,237746,1.0
2021-01-28 03:45:00,237749,3.0
2021-01-28 03:55:00,237750,1.0
2021-01-28 04:05:00,237752,2.0
2021-01-28 04:10:00,237753,1.0
2021-01-28 04:20:00,237756,3.0
2021-01-28 10:35:00,253492,15736.0
2021-01-28 10:40:00,254458,966.0
2021-01-28 10:45:00,255097,639.0
2021-01-28 10:50:00,255157,60.0
2021-01-28 11:00:00,256545,1388.0
2021-01-28 11:05:00,257063,518.0
2021-01-28 11:10:00,258158,1095.0
2021-01-28 11:20:00,259172,1014.0
2021-01-28 11:30:00,260492,1320.0
2021-01-28 12:00:00,263952,3460.0
2021-01-28 12:35:00,267043,3091.0
2021-01-28 13:00:00,268728,1685.0
2021-01-28 13:35:00,272046,3318.0
2021-01-28 14:00:00,274277,2231.0
2021-01-28 14:35:00,278346,4069.0
2021-01-28 15:00:00,282250,3904.0
2021-01-28 15:35:00,287211,4961.0
2021-01-28 16:05:00,291455,4244.0
2021-01-28 16:35:00,294886,3431.0
2021-01-28 17:05:00,298074,3188.0
2021-01-28 17:25:00,300040,1966.0
2021-01-28 17:50:00,301944,1904.0
2021-01-28 18:25:00,304033,2089.0
2021-01-28 18:55:00,305590,1557.0
2021-01-28 19:25:00,306573,983.0
2021-01-28 19:55:00,307324,751.0
2021-01-28 20:25:00,307912,588.0
2021-01-28 20:55:00,308475,563.0
2021-01-28 21:25:00,308848,373.0
2021-01-28 21:50:00,309028,180.0
2021-01-28 22:30:00,309217,189.0
2021-01-28 23:00:00,309346,129.0
2021-01-28 23:30:00,309462,116.0
2021-01-29 00:00:00,309541,79.0
2021-01-29 00:30:00,309574,33.0
2021-01-29 01:00:00,309592,18.0
2021-01-29 01:30:00,309610,18.0
2021-01-29 02:00:00,309615,5.0
2021-01-29 02:30:00,309629,14.0
2021-01-29 02:50:00,309643,14.0
2021-01-29 04:00:00,309649,6.0
2021-01-29 04:30:00,309659,10.0
2021-01-29 05:00:00,309664,5.0
2021-01-29 05:35:00,309684,20.0
2021-01-29 06:00:00,309695,11.0
2021-01-29 06:35:00,309769,74.0
2021-01-29 07:00:00,309887,118.0
2021-01-29 07:35:00,310621,734.0
2021-01-29 08:00:00,311687,1066.0
2021-01-29 08:35:00,313937,2250.0
2021-01-29 09:00:00,315685,1748.0
2021-01-29 09:35:00,319071,3386.0
2021-01-29 10:00:00,321723,2652.0
2021-01-29 10:35:00,324281,2558.0
2021-01-29 11:00:00,326146,1865.0
2021-01-29 11:30:00,326723,577.0
2021-01-29 12:05:00,328715,1992.0
2021-01-29 12:30:00,330672,1957.0
2021-01-29 13:05:00,332736,2064.0
2021-01-29 13:35:00,333623,887.0
2021-01-29 14:00:00,334409,786.0
2021-01-29 14:30:00,336985,2576.0
2021-01-29 15:05:00,342384,5399.0
2021-01-29 15:35:00,346703,4319.0
2021-01-29 16:00:00,350753,4050.0
2021-01-29 16:35:00,352716,1963.0
2021-01-29 17:05:00,354119,1403.0
2021-01-29 17:35:00,355065,946.0
2021-01-29 18:05:00,356186,1121.0
2021-01-29 18:35:00,357515,1329.0
2021-01-29 19:05:00,358530,1015.0
2021-01-29 19:35:00,359351,821.0
2021-01-29 20:05:00,360022,671.0
2021-01-29 20:35:00,361157,1135.0
2021-01-29 21:05:00,362145,988.0
2021-01-29 21:35:00,363402,1257.0
2021-01-29 22:05:00,364306,904.0
2021-01-29 22:35:00,365184,878.0
2021-01-29 23:05:00,365534,350.0
2021-01-29 23:35:00,365640,106.0
2021-01-30 00:05:00,365732,92.0
2021-01-30 00:35:00,365802,70.0
2021-01-30 01:05:00,365853,51.0
2021-01-30 01:35:00,365907,54.0
2021-01-30 02:05:00,365949,42.0
2021-01-30 02:35:00,365982,33.0
2021-01-30 03:00:00,366046,64.0
2021-01-30 03:30:00,366096,50.0
2021-01-30 04:05:00,366113,17.0
2021-01-30 04:35:00,366127,14.0
2021-01-30 05:05:00,366140,13.0
2021-01-30 05:35:00,366174,34.0
2021-01-30 06:10:00,366217,43.0
2021-01-30 06:35:00,366245,28.0
2021-01-30 07:05:00,366293,48.0
2021-01-30 07:35:00,366452,159.0
2021-01-30 08:05:00,366771,319.0
2021-01-30 08:35:00,367534,763.0
2021-01-30 09:05:00,368740,1206.0
2021-01-30 09:35:00,370192,1452.0
2021-01-30 10:05:00,371633,1441.0
2021-01-30 10:35:00,373227,1594.0
2021-01-30 11:05:00,374585,1358.0
2021-01-30 11:40:00,376609,2024.0
2021-01-30 12:05:00,377670,1061.0
2021-01-30 12:40:00,378768,1098.0
2021-01-30 13:05:00,379750,982.0
2021-01-30 13:40:00,380584,834.0
2021-01-30 14:05:00,381104,520.0
2021-01-30 14:40:00,382160,1056.0
2021-01-30 15:05:00,382823,663.0
2021-01-30 15:40:00,383842,1019.0
2021-01-30 16:05:00,384621,779.0
2021-01-30 16:40:00,385566,945.0
2021-01-30 17:05:00,386055,489.0
2021-01-30 17:35:00,386511,456.0
2021-01-30 18:10:00,386890,379.0
2021-01-30 18:35:00,387126,236.0
2021-01-30 19:05:00,387366,240.0
2021-01-30 19:40:00,387561,195.0
2021-01-30 20:05:00,387665,104.0
2021-01-30 20:35:00,387729,64.0
2021-01-30 21:05:00,387801,72.0
2021-01-30 21:35:00,387852,51.0
2021-01-30 22:05:00,387897,45.0
2021-01-30 22:30:00,387935,38.0
2021-01-30 23:05:00,387940,5.0
2021-01-30 23:35:00,387946,6.0
2021-01-30 23:45:00,387948,2.0
2021-01-31 07:35:00,387949,1.0
2021-01-31 08:10:00,387953,4.0
2021-01-31 08:30:00,387963,10.0
2021-01-31 09:10:00,387973,10.0
2021-01-31 09:40:00,387984,11.0
2021-01-31 10:05:00,387993,9.0
2021-01-31 10:35:00,388010,17.0
2021-01-31 11:10:00,388237,227.0
2021-01-31 11:40:00,388565,328.0
2021-01-31 12:10:00,388961,396.0
2021-01-31 12:35:00,389250,289.0
2021-01-31 13:10:00,389575,325.0
2021-01-31 13:40:00,389888,313.0
2021-01-31 14:10:00,390213,325.0
2021-01-31 14:40:00,390596,383.0
2021-01-31 15:10:00,390954,358.0
2021-01-31 15:40:00,391387,433.0
2021-01-31 16:15:00,391817,430.0
2021-01-31 16:35:00,392053,236.0
2021-01-31 17:10:00,392405,352.0
2021-01-31 17:40:00,392658,253.0
2021-01-31 18:10:00,392839,181.0
2021-01-31 18:40:00,393042,203.0
2021-01-31 19:10:00,393184,142.0
2021-01-31 19:40:00,393346,162.0
2021-01-31 20:10:00,393479,133.0
2021-01-31 20:40:00,393596,117.0
2021-01-31 21:10:00,393732,136.0
2021-01-31 21:40:00,393828,96.0
2021-01-31 22:15:00,393908,80.0
2021-01-31 22:40:00,393945,37.0
2021-01-31 23:10:00,393985,40.0
2021-01-31 23:40:00,394007,22.0
2021-02-01 00:10:00,394030,23.0
2021-02-01 00:45:00,394049,19.0
2021-02-01 01:10:00,394062,13.0
2021-02-01 01:40:00,394068,6.0
2021-02-01 02:00:00,394071,3.0
2021-02-01 02:45:00,394077,6.0
2021-02-01 02:50:00,394078,1.0
2021-02-01 03:40:00,394082,4.0
2021-02-01 04:10:00,394085,3.0
2021-02-01 04:20:00,394087,2.0
2021-02-01 05:40:00,394088,1.0
2021-02-01 06:10:00,394102,14.0
2021-02-01 06:40:00,394157,55.0
2021-02-01 07:10:00,394267,110.0
2021-02-01 07:40:00,394868,601.0
2021-02-01 08:10:00,395908,1040.0
2021-02-01 08:40:00,397450,1542.0
2021-02-01 09:10:00,399317,1867.0
2021-02-01 09:30:00,400845,1528.0
2021-02-01 10:10:00,404373,3528.0
